t_s,low_state_age_s,tick_dt_s,tilt_deg,roll,pitch,gx,gy,gz,walking,gait_freq,gait_process,pub_hz,goal_x,goal_y,heading_err,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq7,dq8,dq9,dq10,dq11,tau0,tau1,tau2,tau3,tau4,tau5,tau6,tau7,tau8,tau9,tau10,tau11,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11
16.375,0.00094787,0.017168,0.66655,0.0054105,0.010299,0.020983,-0.16,-0.54819,0,0,0,185.17,0,0,0,-0.10052,-0.020027,-0.0013352,0.14477,-0.17526,0.021209,-0.12417,0.018883,-0.035286,0.12379,-0.039277,-0.026593,0.062863,-0.010227,-0.014463,0.13198,-0.034153,0.086637,0.1927,-0.03426,-0.019161,-0.41911,-0.00056758,0.036529,2.8625,0.76484,-0.54059,-0.95978,-2.2481,0.92641,-1.8851,-1.3087,-1.2537,-2.9375,-3.5779,-0.19687,0.12942,-0.02035,-0.014226,-0.33133,0.074737,0.051162,0.069376,0.015687,-0.058948,-0.32968,0.18282,-0.051069
16.407,0.0048457,0.032109,0.15651,0.0017769,0.0020747,-0.070188,-0.2232,-0.67839,0,0,0,185.19,0,0,0,-0.092889,-0.018502,-0.0020981,0.14363,-0.16881,0.012921,-0.11769,0.023461,-0.041009,0.11883,-0.036824,-0.031788,0.42305,0.071615,-0.035921,-0.12078,0.39511,-0.42361,0.25644,0.27754,-0.33296,-0.11561,0.15152,-0.26824,2.304,1.4787,-1.0927,-2.1813,-1.6475,0.54903,-1.8851,0.42491,-0.83963,-1.1343,-2.1974,-1.0411,0.12911,-0.021024,-0.012976,-0.32628,0.088509,0.051853,0.082104,8.0645e-05,-0.059107,-0.32854,0.21785,-0.043044
16.434,0.00093475,0.0268,0.38045,-0.002295,-0.0062309,-0.17815,-0.33095,-0.6798,0,0,0,185.2,0,0,0,-0.075723,-0.018502,-0.0017166,0.12989,-0.14798,0.01402,-0.10967,0.021935,-0.050546,0.11921,-0.024815,-0.04029,0.59057,-0.025023,0.035069,-0.5879,0.75973,0.39723,0.32185,-0.19963,-0.17848,-0.019473,0.55603,-0.16341,-0.48872,0.76484,-0.93165,-2.1813,-2.7185,0.61363,-1.8851,0.22095,-0.37956,-1.8905,-3.0234,-0.44849,0.14477,0.010719,-0.042916,-0.37657,0.090586,0.0024555,0.070381,0.061387,-0.076134,-0.31005,0.1993,-0.078654
16.46,0.00097882,0.026609,0.77055,-0.0026255,-0.01319,-0.049526,-0.30993,-0.69243,0,0,0,185.02,0,0,0,-0.061608,-0.021553,-0.0017166,0.11311,-0.12737,0.022145,-0.10548,0.021935,-0.050546,0.11883,-0.006356,-0.035202,0.38788,-0.11882,0.0059338,-0.56568,0.61424,0.13173,0.047222,0.078305,-0.010393,-0.030883,0.60284,0.20857,-0.48872,0.62886,-0.93165,-2.5885,-2.696,0.92724,-1.4662,-0.32293,-0.88564,-2.7048,-2.6652,-0.67353,0.13582,-0.011954,-0.027437,-0.4076,-0.0048813,0.01641,0.080493,0.030193,-0.058718,-0.34231,0.15746,-0.052302
16.482,0.0012078,0.022139,0.82952,0.00052398,-0.014468,0.11741,-0.10097,-0.52704,0,0,0,185.01,0,0,0,-0.057794,-0.023461,-0.0013352,0.10357,-0.12119,0.022898,-0.10891,0.021172,-0.052071,0.11501,0.0036718,-0.032084,0.13256,-0.08819,0.020765,-0.32738,0.11554,0.10689,-0.12514,-0.053887,-0.078993,-0.18893,0.34219,0.17529,-1.6058,0.62886,-1.0467,-2.9375,-2.8384,1.4481,-1.8851,-0.42491,-0.21853,-2.7048,-2.413,-1.0925,0.14045,-0.033109,-0.02073,-0.37677,0.009358,0.037749,0.080299,0.0078673,-0.057702,-0.36338,0.14312,-0.041003
16.508,0.004827,0.025304,0.56183,0.0059804,-0.007771,0.20213,0.20551,-0.29837,0,0,0,185.03,0,0,0,-0.059319,-0.026131,-0.0017166,0.098993,-0.12341,0.025986,-0.10967,0.019265,-0.055505,0.10739,0.0068908,-0.026232,-0.080858,-0.11266,-0.0038945,-0.18232,-0.072412,0.13887,-0.0035683,-0.1189,-0.13934,-0.3358,0.12399,0.2147,-1.6058,0.56088,-0.88564,-2.0068,-2.1534,1.3319,-1.0473,-3.0586,-0.080513,-2.2395,-2.7532,-1.2554,0.15863,-0.043537,-0.010901,-0.32773,0.1171,0.054159,0.092696,-0.01049,-0.06534,-0.33191,0.21856,-0.042536
16.533,0.0011828,0.025524,0.43177,0.0075149,-0.0005618,0.082404,0.32828,-0.16169,0,0,0,185.08,0,0,0,-0.061227,-0.026131,-0.0055314,0.091745,-0.12359,0.020182,-0.11158,0.021935,-0.057412,0.099374,0.0097176,-0.02786,-0.069253,0.074722,-0.21864,-0.38384,-0.023608,-0.37782,-0.099245,0.25048,-0.061418,-0.31429,0.094704,-0.17115,0.62835,1.8186,-2.6714,-2.9375,-2.0754,0.33478,-0.76799,0.83282,-0.93165,-1.0761,-3.3311,-1.4718,0.16287,-0.045148,-0.0041648,-0.31611,0.14806,0.066092,0.10016,-0.018273,-0.065305,-0.32006,0.26076,-0.028681
16.558,0.0010384,0.024688,0.55065,0.005072,0.0081633,-0.058081,0.30244,-0.084205,0,0,0,185.18,0,0,0,-0.059701,-0.023079,-0.011635,0.078775,-0.1276,0.0088017,-0.11311,0.026513,-0.057794,0.094797,0.011127,-0.039969,0.10936,0.096782,-0.29942,-0.64756,-0.27731,-0.47633,-0.029762,0.078811,0.019526,-0.21172,0.023315,-0.58227,-1.0473,1.2407,-0.70161,-3.833,-4.1196,0.35366,-0.76799,0.90081,-0.6096,-2.065,-3.5077,-1.2075,0.17305,-0.020151,-0.02194,-0.32692,0.19691,0.049448,0.09318,0.026196,-0.075276,-0.29253,0.29408,-0.069153
16.588,0.0048945,0.030463,0.97894,0.0026599,0.016877,-0.10699,0.36156,0.072181,0,0,0,185.23,0,0,0,-0.047494,-0.025368,-0.015068,0.055505,-0.13933,0.016775,-0.11158,0.02079,-0.056649,0.082971,0.0049104,-0.034212,0.39957,-0.1103,0.046092,-0.78299,-0.37522,0.59846,0.11432,-0.29536,0.034832,-0.46878,-0.23356,0.39404,-1.1869,-0.18696,-0.77062,-1.367,-3.2492,0.52797,-0.76799,-0.62886,-0.6096,-2.065,-3.4341,-0.62736,0.20598,-0.0063253,-0.034528,-0.3218,0.28154,0.018497,0.092895,0.064062,-0.082472,-0.26402,0.3228,-0.092567
16.614,0.0012214,0.025067,1.4488,0.004576,0.024868,0.071428,0.33533,0.074868,0,0,0,185.3,0,0,0,-0.046731,-0.031472,-0.013924,0.047112,-0.14007,0.032852,-0.10891,0.015831,-0.057794,0.072671,0.0035334,-0.02613,-0.020158,-0.34789,0.0095276,-0.2036,0.13615,0.58984,0.061083,-0.14039,-0.063212,-0.38624,0.041203,0.27967,1.3265,-0.11897,0.21853,0.43626,-0.92883,1.0064,0.34908,-1.5127,-0.37956,-0.72711,-2.291,-0.24812,0.20374,-0.021347,-0.019772,-0.33496,0.23568,0.042153,0.099017,0.037761,-0.076658,-0.28616,0.30743,-0.073411
16.64,0.0046473,0.026454,1.9475,0.0096727,0.032586,0.18192,0.31566,0.081559,0,0,0,185.38,0,0,0,-0.048638,-0.032998,-0.013542,0.05436,-0.12833,0.044734,-0.10853,0.014305,-0.059701,0.073434,0.014295,-0.021941,-0.055217,-0.022925,0.017996,0.39566,0.63506,0.5403,0.010082,-0.06515,-0.047176,0.14331,0.59438,0.29521,0.90762,-0.79883,0.51758,0.3781,-0.35735,0.80587,0.48872,-1.2747,-0.6556,-0.14542,-2.0955,-0.15441,0.19587,-0.038808,-0.0031415,-0.30881,0.23263,0.083002,0.12239,-0.011165,-0.069843,-0.26986,0.39564,-0.0521
16.666,0.001188,0.025998,1.8435,0.011953,0.029873,0.092783,-0.060938,-0.11346,0,0,0,185.37,0,0,0,-0.047494,-0.028801,-0.013924,0.069619,-0.094036,0.03572,-0.11082,0.016976,-0.062753,0.088693,0.048984,-0.028346,0.040442,0.20762,-0.0078053,0.39997,1.1026,-0.74199,-0.060895,0.23315,-0.14894,0.55758,0.94607,-0.72658,2.5832,0.18696,-0.56359,0.029084,1.3503,1.1611,0.62835,-0.9348,-0.74762,-0.14542,-0.093358,-1.2955,0.17133,-0.042457,0.0020562,-0.32417,0.15939,0.090109,0.11424,-0.027886,-0.068771,-0.30628,0.34122,-0.018262
16.683,0.0010594,0.017416,1.5463,0.0099135,0.025101,-0.09428,-0.24775,-0.14557,0,0,0,185.43,0,0,0,-0.03872,-0.022698,-0.016976,0.073434,-0.076022,0.0053512,-0.10929,0.028801,-0.068093,0.10433,0.057308,-0.059078,0.54411,0.30393,-0.15469,0.10913,0.78271,-1.2968,0.1106,0.57195,-0.29778,0.74767,0.25127,-1.3226,1.8851,-0.25495,-0.77062,0.14542,3.7852,1.1315,0.34908,0.39092,-0.44857,0.49443,0.71273,-0.80102,0.16928,-0.031931,-0.0073948,-0.31392,0.19529,0.073327,0.11576,-0.0291,-0.069832,-0.29608,0.38189,-0.023095
16.725,0.0014541,0.041483,0.77239,0.0032368,0.013086,-0.16936,-0.30399,-0.19462,0,0,0,185.4,0,0,0,-0.017739,-0.017739,-0.016213,0.064279,-0.077697,0.0066624,-0.10739,0.036049,-0.071908,0.12264,0.041977,-0.065008,0.58164,-0.090904,0.1061,-0.36829,-0.24007,0.46291,0.069431,-0.032951,-0.010348,0.445,-0.53292,0.1219,-0.069817,-0.28894,-0.33355,1.1925,3.8857,2.1772,1.3265,-0.35692,-0.28755,-0.029084,1.762,-0.47645,0.19424,0.0034766,-0.040308,-0.34593,0.22772,0.021256,0.085303,0.051638,-0.091159,-0.28633,0.31251,-0.098271
16.746,0.0047762,0.021107,0.6199,0.0057604,0.0091584,0.022812,-0.24464,-0.13073,0,0,0,185.39,0,0,0,-0.0078202,-0.02079,-0.012016,0.060845,-0.086875,0.019773,-0.10319,0.02842,-0.069619,0.12608,0.038203,-0.053479,0.38015,-0.060199,0.1618,-0.14224,-0.51376,0.72245,0.24096,-0.42843,0.11504,0.17564,-0.081717,0.70189,0.62835,-1.1388,0.67861,2.1232,4.2005,2.3977,0.62835,-0.56088,-0.35656,-0.61077,2.5078,-0.69912,0.21171,-0.013889,-0.027137,-0.34893,0.21671,0.035428,0.090234,0.043363,-0.081796,-0.28892,0.29398,-0.087478
16.767,0.0052033,0.021144,0.69324,0.0093113,0.0077263,0.19102,-0.079425,-0.068467,0,0,0,185.42,0,0,0,-0.014305,-0.023461,-0.012016,0.063516,-0.10116,0.048172,-0.093652,0.019646,-0.069619,0.12684,0.05382,-0.029395,-0.38648,-0.14581,-0.0058827,0.16811,-0.50324,1.1387,0.33758,-0.030835,-0.0017441,-0.064837,0.6379,1.026,-0.76799,-1.5127,0.67861,0.90161,2.1562,1.6383,0.90762,-3.6813,0.011502,-0.90161,3.0385,-0.03593,0.19829,-0.045216,-0.0051633,-0.35641,0.1121,0.074596,0.10902,-0.018895,-0.077283,-0.31755,0.26912,-0.048478
16.791,0.00095865,0.023889,0.84626,0.012495,0.0078766,0.10228,-0.0035895,0.017819,0,0,0,185.5,0,0,0,-0.016976,-0.026894,-0.012398,0.074578,-0.10285,0.057299,-0.091745,0.01812,-0.068856,0.11501,0.065909,-0.019924,-0.042265,-0.14844,-0.0027861,0.37817,0.091713,0.038842,0.053918,-0.09073,0.018923,-0.51215,0.23092,-0.13641,-0.62835,-0.084982,0.47158,0.43626,2.5286,1.0391,0.069817,-5.3936,-0.12652,-0.087253,3.6527,-0.17636,0.19369,-0.030212,-0.018972,-0.33052,0.15895,0.07432,0.11027,0.0031076,-0.082552,-0.32337,0.2448,-0.041479
