pos_err_m,heading_err_deg,final_speed_mps,category,start_dist_m,duration_s,min_dist_m,along_err_m,cross_err_m,peak_speed_mps,mean_speed_mps,cmd_speed_mps
0.6305,15.6537,0.2150,path,0.8497,5.5600,0.0149,0.4457,0.4460,0.7455,0.3389,0.7432
0.3601,4.2302,0.1125,combined,1.0119,5.5800,0.3601,-0.3599,0.0114,0.3622,0.1299,0.0000
1.0892,17.6040,0.3205,path,2.3141,5.6000,0.0097,-1.0198,0.3826,0.4546,0.2561,0.4863
1.3085,14.2347,0.3037,path,2.6903,5.6000,0.0125,-1.2243,0.4618,0.6006,0.3132,0.6273
0.1813,14.5957,0.0116,stand,0.0000,5.6000,0.0000,nan,nan,0.2359,0.0590,0.0000
0.6374,17.0739,0.2248,path,1.5153,5.6200,0.0065,-0.6157,0.1652,0.3938,0.1636,0.3235
0.0170,0.9087,0.0396,straight,1.9159,5.6200,0.0037,-0.0071,0.0154,1.3090,0.3611,0.0000
0.2211,6.8410,0.0701,lateral,0.6379,5.6400,0.2177,-0.1990,0.0963,0.4248,0.1183,0.0000
0.0790,9.5200,0.0146,lateral,0.5826,5.6400,0.0788,-0.0740,0.0277,0.4502,0.0993,0.0000
1.6529,21.7501,0.5894,path,3.6411,5.6600,0.0130,-1.6500,0.0972,0.6380,0.3552,0.6489
1.3675,17.5397,0.4726,path,3.1696,5.6600,0.0120,-1.3674,0.0188,0.5891,0.3380,0.5976
0.1051,4.8821,0.1077,combined,1.0239,5.6800,0.1035,0.0273,0.1015,0.5551,0.2126,0.0000
0.1220,14.6955,0.0316,straight,0.2353,5.7000,0.1220,-0.1013,0.0679,0.2532,0.0682,0.0000
0.8635,15.1557,0.2912,path,1.8707,5.7000,0.0066,-0.8363,0.2149,0.2947,0.1676,0.3288
1.0814,2.9708,0.3713,path,2.6222,5.7400,0.0095,-1.0575,0.2260,0.4743,0.2921,0.4738
0.2787,0.1325,0.0372,lateral,1.2889,5.7400,0.2787,-0.2753,0.0430,0.7503,0.1907,0.0000
0.1697,12.7141,0.0438,lateral,0.6155,5.7600,0.1563,0.0412,0.1646,0.4736,0.1345,0.0000
1.2093,16.0507,0.4807,path,3.0464,5.7600,0.0112,-1.2080,0.0563,0.5675,0.3429,0.5317
0.7643,2.5952,0.2110,path,1.6656,5.7600,0.0066,-0.7426,0.1805,0.3343,0.2011,0.3312
1.1415,10.4015,0.4377,path,2.9064,5.7800,0.0101,-1.1413,0.0212,0.5598,0.3512,0.5029
1.5154,21.0713,0.4653,path,3.1926,5.7800,0.0139,-1.3686,0.6508,0.6690,0.3782,0.6958
0.8434,19.8604,0.1637,path,1.5661,5.8000,0.0069,-0.7645,0.3561,0.4105,0.1688,0.3462
0.0805,1.7375,0.0412,straight,0.0433,5.8000,0.0241,-0.0036,0.0804,0.3943,0.0645,0.0000
0.1418,3.3088,0.0365,straight,0.4049,5.8200,0.0452,0.1267,0.0637,0.4620,0.1098,0.0000
0.1309,12.0007,0.0115,stand,0.0000,5.8400,0.0000,nan,nan,0.2609,0.0477,0.0000
0.8254,104.6285,0.8676,path,3.7504,5.8600,0.0161,-0.7908,0.2364,1.2020,0.5386,0.8051
0.0855,0.9972,0.0364,stand,0.0000,5.8800,0.0000,nan,nan,0.2648,0.0421,0.0000
1.2667,15.6892,0.4820,path,2.6029,5.8800,0.0089,-1.2603,0.1271,0.4774,0.2289,0.4428
1.7024,61.6798,0.7871,path,3.3029,5.8800,0.0152,-1.5201,0.7665,1.3555,0.4583,0.7552
0.6502,35.4539,0.2627,path,1.8322,5.9000,0.0075,-0.6345,0.1420,0.4556,0.2150,0.3758
1.4424,6.2428,0.5310,path,1.8518,5.9000,0.0139,-1.4334,0.1612,0.5844,0.2453,0.6978
1.5955,2.0959,0.7452,path,3.7876,5.9200,0.0151,-1.5041,0.5322,0.7879,0.4339,0.7510
0.2331,3.7192,0.0625,combined,1.5659,5.9600,0.2331,-0.2299,0.0384,0.7223,0.2384,0.0000
0.0791,1.1527,0.0092,lateral,0.2053,5.9800,0.0791,-0.0746,0.0263,0.3378,0.0627,0.0000
1.0872,31.5905,0.3470,path,2.0471,5.9800,0.0101,-0.9215,0.5769,0.5593,0.2986,0.5049
1.0112,8.3007,0.3402,path,0.4405,6.0000,0.0151,-0.9523,0.3401,0.6694,0.2448,0.7568
0.1301,11.2303,0.1011,combined,1.1140,6.0000,0.1287,-0.0387,0.1243,0.3922,0.1886,0.0000
0.0926,7.0280,0.0903,turn,0.0000,6.0200,0.0000,nan,nan,0.4199,0.0909,0.0000
0.0696,4.6206,0.1284,turn,0.0000,6.0400,0.0000,nan,nan,0.3475,0.0757,0.0000
1.1388,3.3713,0.4695,path,2.7004,6.0600,0.0120,-1.0922,0.3221,0.5428,0.3724,0.6017
0.7328,1.3267,0.3192,path,1.9062,6.0600,0.0063,-0.7301,0.0627,0.3606,0.2436,0.3167
0.8371,2.5192,0.4154,path,2.3762,6.0800,0.0072,-0.8133,0.1983,0.4731,0.2742,0.4004
0.2856,8.7463,0.1158,lateral,1.2170,6.0800,0.2856,-0.2379,0.1580,0.5350,0.1908,0.0000
1.1947,5.2553,0.1858,path,1.8602,6.0800,0.0092,-1.1181,0.4209,0.4694,0.1720,0.4617
0.1632,6.1221,0.0767,straight,0.2974,6.1000,0.1492,-0.0648,0.1498,0.2628,0.0689,0.0000
0.0897,4.1425,0.0625,straight,0.4270,6.1200,0.0084,0.0891,0.0105,0.2764,0.1103,0.0000
0.0689,9.2048,0.0433,straight,1.3435,6.1200,0.0689,-0.0460,0.0513,0.8635,0.2345,0.0000
1.4637,60.7401,0.5176,path,2.4229,6.1200,0.0159,-1.3186,0.6353,0.5926,0.3483,0.7981
0.0834,0.4699,0.0639,lateral,0.1494,6.1400,0.0756,0.0478,0.0684,0.4779,0.0783,0.0000
0.0915,0.9454,0.0883,turn,0.0000,6.1600,0.0000,nan,nan,0.4761,0.0910,0.0000
1.6834,28.3417,0.5515,path,3.7095,6.1800,0.0146,-1.6203,0.4568,0.6656,0.3738,0.7277
1.4434,14.8338,0.5176,path,3.5937,6.2000,0.0117,-1.4344,0.1610,0.6323,0.3649,0.5856
