pos_err_m,heading_err_deg,final_speed_mps,category,start_dist_m,duration_s,min_dist_m,along_err_m,cross_err_m,peak_speed_mps,mean_speed_mps,cmd_speed_mps
1.1856,4.9712,1.4139,path,3.8838,6.2800,0.8349,-0.4163,1.1101,1.7075,1.3514,0.7000
0.5760,3.7750,0.0805,turn,0.0000,6.3400,0.0000,nan,nan,0.5507,0.1766,0.0000
1.5542,62.3743,0.8590,path,0.1309,6.3400,1.5425,-0.3231,1.5203,1.7083,0.7644,0.4128
0.5519,6.1909,0.0439,combined,1.3330,6.3800,0.3374,0.4562,0.3107,1.7422,0.4320,0.0000
0.5503,6.7222,0.0809,lateral,1.4026,6.4000,0.5387,-0.0450,0.5484,1.0074,0.2678,0.0000
0.5008,4.3380,0.0650,straight,1.3013,6.4200,0.0523,0.4968,0.0632,1.4188,0.4206,0.0000
0.5793,3.8695,0.0648,lateral,1.0420,6.4600,0.5602,-0.0277,0.5786,0.6365,0.2303,0.0000
0.6462,2.6395,1.1844,path,0.8768,6.4600,0.6056,-0.5301,0.3696,1.3883,1.0507,0.3141
0.5611,2.3950,0.0361,combined,0.7900,6.4800,0.3194,0.4122,0.3808,0.9735,0.2772,0.0000
3.0727,7.4517,0.6760,path,4.7002,6.5400,1.8663,-3.0539,0.3394,1.4356,0.9036,0.7015
2.3896,8.5542,0.7111,path,3.1666,6.5600,1.1316,-2.3895,0.0186,1.5132,0.5998,0.3509
0.0224,0.9277,0.0220,stand,0.0000,6.6000,0.0000,nan,nan,0.2976,0.0267,0.0000
0.5209,1.4617,0.1084,combined,1.3070,6.6400,0.5101,0.2458,0.4593,1.0212,0.3223,0.0000
2.1422,28.2690,0.9432,path,1.8369,6.6400,1.0392,-1.8424,1.0930,1.0432,0.5757,0.3119
0.0631,3.1928,0.0394,stand,0.0000,6.6400,0.0000,nan,nan,0.4635,0.0352,0.0000
1.4581,119.4979,1.3319,path,3.2797,6.6600,0.0981,-1.2941,0.6718,1.7869,1.2497,0.4104
0.5685,5.0268,0.0498,combined,1.5056,6.6800,0.5499,0.0493,0.5664,1.1041,0.3433,0.0000
1.6565,8.5131,0.8228,path,6.8932,6.7200,1.4197,-1.6159,0.3643,2.0630,1.1241,0.6655
2.7707,10.1407,1.4424,path,0.7669,6.7800,2.4018,-0.9567,2.6003,1.9280,1.4505,0.7428
1.6674,15.9432,0.2313,path,1.9378,6.8000,0.0939,-1.3944,0.9142,1.5058,0.4987,0.3866
0.5356,4.4545,0.0797,lateral,0.8800,6.8000,0.5293,-0.0193,0.5353,0.8952,0.2318,0.0000
1.7417,68.3368,0.6215,path,2.6670,6.8000,1.4187,-1.6323,0.6076,1.9370,1.0563,0.5144
0.4608,5.5978,0.1154,combined,1.9861,6.8000,0.0086,0.4602,0.0238,1.7108,0.4850,0.0000
0.5872,3.2495,0.0506,straight,0.6908,6.8800,0.0690,0.5842,0.0590,1.1739,0.2971,0.0000
1.8046,4.4324,1.6116,path,2.2640,6.9000,0.8352,0.8678,1.5823,1.8159,1.0374,0.4923
2.4677,37.5636,0.2692,path,1.9445,6.9000,0.7931,-2.3932,0.6016,1.0066,0.5924,0.7701
0.5576,3.8448,0.1067,turn,0.0000,6.9000,0.0000,nan,nan,1.0465,0.2241,0.0000
0.4204,4.2976,0.0728,combined,1.6170,6.9000,0.4154,0.3998,0.1301,1.4463,0.4200,0.0000
1.5268,61.9366,0.8479,path,1.2457,6.9200,1.5097,-0.8248,1.2849,1.6537,0.9388,0.5016
1.5615,14.6254,1.0945,path,1.2467,6.9400,0.6888,-1.5034,0.4219,1.5914,0.6769,0.3230
0.5595,3.7648,0.1644,combined,1.4010,4.0400,0.5580,-0.3459,0.4398,0.7986,0.3081,0.7424
1.3957,13.2392,1.8477,path,4.0712,7.0000,0.8114,-0.6246,1.2481,1.9466,1.2264,0.3448
0.8374,36.4297,1.0145,path,1.3513,7.0000,0.4752,-0.4742,0.6902,1.8096,0.9725,0.8091
0.3807,22.9208,0.3974,path,0.8405,7.0000,0.3105,-0.3605,0.1223,1.0650,0.4612,0.7773
2.6628,176.4309,1.7116,path,3.9323,7.0200,0.4900,-2.0978,1.6400,1.9796,1.2924,0.3011
1.1768,46.1523,0.6691,path,2.0125,7.0400,0.7185,1.0357,0.5587,2.0192,1.1814,0.5982
0.5311,2.8079,0.0722,straight,1.6122,7.0800,0.5139,-0.5311,0.0035,0.9055,0.2219,0.0000
0.5557,4.3873,0.0657,combined,0.7719,4.3000,0.0395,0.5464,0.1014,1.5137,0.4668,0.5754
1.8796,2.4967,0.6675,path,1.4210,7.1000,0.5356,-1.2218,1.4284,1.7472,0.8545,0.4085
0.5145,7.1770,0.0555,straight,1.0116,7.1200,0.0487,0.5136,0.0311,1.5101,0.3329,0.0000
0.6671,4.7475,1.1350,path,1.8286,7.1200,0.4161,-0.4045,0.5305,1.6103,1.2013,0.3846
0.5495,3.5994,0.0684,turn,0.0000,7.1600,0.0000,nan,nan,1.0345,0.1661,0.0000
0.4925,1.3857,0.1371,straight,0.9653,7.2400,0.4925,-0.4877,0.0681,0.5870,0.1239,0.0000
0.4448,4.1037,0.1370,lateral,0.3350,7.2400,0.2500,-0.0437,0.4426,0.5050,0.1562,0.0000
2.4644,11.8738,0.9523,path,3.7360,7.2600,1.0520,-2.4580,0.1773,1.1739,0.7522,0.3822
0.5519,2.8534,0.0951,lateral,0.2233,7.2800,0.0883,-0.0033,0.5518,0.5961,0.1756,0.0000
0.5275,4.1982,0.1624,turn,0.0000,7.2800,0.0000,nan,nan,0.7943,0.1561,0.0000
1.5862,11.9405,1.1139,path,2.7784,7.2800,0.4878,-0.8394,1.3460,2.1986,1.0097,0.5477
0.5290,5.0641,0.0712,turn,0.0000,7.3200,0.0000,nan,nan,0.9061,0.1875,0.0000
1.7909,44.0196,0.8152,path,3.7532,7.3200,1.6763,-1.7869,0.1201,1.3922,0.8641,0.4477
0.5036,1.9451,0.0199,lateral,0.3257,7.3200,0.2895,-0.0235,0.5031,0.7477,0.1862,0.0000
0.5067,5.0358,0.1198,combined,1.6614,7.3400,0.4925,-0.5025,0.0653,1.1632,0.2649,0.0000
0.5680,0.4204,0.1736,lateral,0.0108,7.3600,0.0076,0.0023,0.5680,0.8659,0.1918,0.0000
0.0222,4.2415,0.0131,stand,0.0000,7.3800,0.0000,nan,nan,0.1992,0.0331,0.0000
0.9583,4.6940,0.9971,path,0.7775,7.3800,0.5400,-0.2897,0.9135,1.6973,0.9432,0.7025
0.5300,3.3560,0.1639,combined,1.1945,7.3800,0.5231,-0.5298,0.0117,0.6626,0.1796,0.0000
0.4283,5.3692,0.1799,combined,1.9183,7.3800,0.4229,0.0425,0.4262,1.0973,0.3208,0.0000
0.5306,4.5315,0.0942,combined,2.0448,7.3800,0.0810,0.5252,0.0757,1.7623,0.4878,0.0000
0.5631,3.6929,0.0259,combined,1.0464,7.4400,0.5515,0.5219,0.2114,1.4902,0.3505,0.0000
1.4953,2.9292,1.5544,path,1.6162,7.4600,0.3648,-1.0544,1.0603,1.7120,1.0781,0.4233
2.2073,8.8031,0.8390,path,1.6139,7.4800,1.0870,-1.7210,1.3821,2.2414,1.0426,0.7191
0.5228,5.0788,0.1726,straight,0.6565,7.4800,0.0198,0.5203,0.0519,1.3819,0.2993,0.0000
0.4990,4.1735,0.1941,combined,0.9704,7.4800,0.4795,0.3517,0.3540,1.1862,0.2994,0.0000
0.4984,1.9125,0.1673,turn,0.0000,7.5200,0.0000,nan,nan,0.9660,0.1862,0.0000
0.3326,3.9541,1.3809,path,1.2803,7.5200,0.3326,-0.2482,0.2214,1.5162,1.2379,0.5291
0.5093,5.3950,0.0384,combined,1.2949,7.6000,0.3004,0.4982,0.1059,1.6110,0.3648,0.0000
0.0316,0.1180,0.0113,stand,0.0000,7.6200,0.0000,nan,nan,0.4992,0.0369,0.0000
0.8971,4.4611,1.0533,path,0.0492,6.8800,0.6807,-0.1572,0.8833,1.6619,0.8991,0.6408
0.4985,0.2390,0.1216,lateral,0.5880,7.6400,0.4947,0.0524,0.4958,1.0264,0.2042,0.0000
0.4737,4.9112,0.1840,straight,0.8985,7.6400,0.0127,0.4699,0.0595,1.2969,0.3102,0.0000
0.4844,7.5544,0.0774,straight,1.2543,7.6600,0.4801,-0.4782,0.0774,0.8489,0.1703,0.0000
0.6154,1.0879,0.0625,combined,1.7292,7.6800,0.6077,0.3057,0.5340,1.4921,0.3910,0.0000
0.0325,0.0142,0.0068,stand,0.0000,7.7000,0.0000,nan,nan,0.2221,0.0277,0.0000
0.5498,2.2178,0.0499,combined,1.3332,7.7000,0.5374,0.2179,0.5048,1.3815,0.2823,0.0000
0.4018,0.6626,1.1467,path,2.2859,7.7000,0.2309,0.3672,0.1630,1.5619,1.0132,0.5516
0.5508,3.2857,0.1645,straight,1.9198,7.7200,0.0241,0.5507,0.0084,1.9029,0.4462,0.0000
2.4329,0.3637,1.1389,path,4.2042,7.7600,0.4691,-2.3828,0.4911,2.1463,1.1811,0.3549
2.0193,88.9119,0.3264,path,2.0680,7.7600,1.4204,-1.9440,0.5464,1.9486,1.1878,0.3565
0.5465,1.7414,0.0747,straight,0.7324,7.7800,0.0282,0.5445,0.0464,1.4020,0.2708,0.0000
2.1204,98.6846,1.6002,path,6.2967,5.3000,1.6725,-2.0502,0.5410,2.2409,1.3856,0.6616
0.4814,6.3290,0.1579,turn,0.0000,7.7800,0.0000,nan,nan,1.1392,0.1487,0.0000
0.5544,5.3841,0.0618,straight,1.1019,7.8000,0.5429,-0.5453,0.0996,0.5538,0.1335,0.0000
0.5614,5.9458,0.0455,combined,1.5878,7.8200,0.5528,-0.5438,0.1396,0.8176,0.1904,0.0000
0.4880,3.9976,0.0334,combined,1.3591,7.8400,0.4710,-0.4867,0.0345,0.8857,0.1837,0.0000
0.5365,4.2151,0.0866,straight,1.3610,7.6600,0.5365,-0.5323,0.0671,0.8035,0.1678,0.6809
