pos_err_m,heading_err_deg,final_speed_mps,category,start_dist_m,duration_s,min_dist_m,along_err_m,cross_err_m,peak_speed_mps,mean_speed_mps,cmd_speed_mps
0.5967,0.9670,0.1012,turn,0.0000,7.1200,0.0000,nan,nan,0.4806,0.1582,1.1849
0.6164,3.4966,0.1234,combined,1.7196,7.1200,0.2042,0.6103,0.0865,1.7571,0.4564,0.7126
1.2386,7.0481,1.7954,path,2.0344,7.1400,0.2950,-0.7992,0.9462,1.9384,1.3686,1.4910
1.8592,22.5580,1.7809,path,3.2062,7.1800,0.0000,0.1366,1.8542,2.0572,1.6493,1.2865
0.5420,2.7708,0.0326,combined,1.8320,7.2000,0.5360,0.4675,0.2744,1.6484,0.4759,0.0000
0.4620,3.7052,0.1527,lateral,0.9310,7.2400,0.4561,-0.0614,0.4579,0.5699,0.1857,1.1773
0.4815,7.0834,0.0832,straight,1.0109,7.2400,0.4573,-0.4751,0.0780,1.0286,0.1664,0.8569
0.4556,1.0296,0.0312,straight,1.0913,7.2400,0.4483,-0.4556,0.0014,0.7065,0.1636,1.0022
0.5735,2.4928,0.0669,combined,1.9307,7.2800,0.5652,0.1233,0.5601,1.3154,0.3391,1.2209
1.2418,3.5134,1.3939,path,3.1397,7.2800,0.7512,1.1370,0.4993,1.9170,1.2659,0.6711
2.3857,16.4615,1.2424,path,3.2116,7.3000,0.0000,-2.0698,1.1863,1.4090,0.7774,0.5993
0.5108,2.2746,0.1084,combined,2.1724,7.3200,0.5043,-0.3458,0.3759,1.1404,0.2888,0.8947
1.8851,19.1157,1.5187,path,3.6209,7.3200,0.0059,1.4617,1.1904,1.9751,1.2522,0.3842
0.5514,4.1781,0.0071,lateral,1.3206,7.3200,0.5386,0.0523,0.5489,1.0328,0.2472,1.5140
0.0636,4.6677,0.0309,stand,0.0000,7.3200,0.0000,nan,nan,0.2224,0.0331,0.5135
0.5604,6.0775,0.0310,turn,0.0000,7.3400,0.0000,nan,nan,0.8705,0.1517,0.7640
0.8412,4.4973,0.8309,path,3.6793,7.3400,0.4883,-0.0317,0.8406,1.6942,1.0639,1.0706
0.4894,2.0920,0.1147,turn,0.0000,7.3600,0.0000,nan,nan,0.8912,0.1388,0.6237
2.6420,21.4231,1.8965,path,1.6199,7.3600,0.2245,-1.9005,1.8352,2.1954,0.9679,1.2050
0.5406,2.0991,0.1966,combined,2.1248,7.3600,0.5334,0.2545,0.4769,1.3542,0.4087,1.1045
0.5329,6.2063,0.0815,lateral,1.0803,7.3800,0.5314,0.0202,0.5325,0.6505,0.2102,1.4592
1.3913,3.8588,1.3498,path,0.4774,7.4200,0.8735,0.3308,1.3514,1.7303,1.3549,0.7889
0.9990,63.9419,0.3322,path,4.2022,7.4200,0.8467,-0.9704,0.2374,1.5836,0.8120,0.3499
1.7488,10.8909,0.5748,path,3.6572,7.4400,0.7303,-1.7137,0.3484,1.9361,0.9416,0.8111
0.5978,1.6470,0.0967,combined,2.1360,7.4400,0.5828,-0.2258,0.5535,1.1350,0.3102,1.2150
0.5397,7.3174,0.0908,combined,2.0562,7.4600,0.5246,-0.5129,0.1680,1.1499,0.2771,1.5835
2.3530,34.9722,1.1042,path,2.1199,7.4800,0.4431,-2.2533,0.6776,1.2853,0.9544,1.2345
0.5511,4.4919,0.1359,lateral,0.1854,7.5600,0.1818,-0.0114,0.5509,0.7113,0.1648,0.8692
0.0332,0.9795,0.0158,stand,0.0000,7.5800,0.0000,nan,nan,0.1548,0.0260,0.5573
1.9140,33.0015,0.4095,path,7.1829,7.5800,1.0871,-1.9103,0.1183,2.1376,1.3057,1.5912
0.6444,4.7683,0.0465,lateral,0.2000,7.5800,0.2000,-0.0349,0.6434,0.7882,0.1788,0.4934
0.5806,3.0372,0.0497,combined,2.2097,7.6000,0.5613,-0.2618,0.5182,1.1299,0.3004,0.4703
0.5506,4.7227,0.1817,straight,0.8461,7.6200,0.5420,-0.5492,0.0383,0.4447,0.1080,1.1486
1.4920,45.0614,0.6661,path,1.8958,7.6400,0.5967,-1.2160,0.8646,1.2895,0.6379,1.4149
0.0185,4.2911,0.0365,stand,0.0000,7.6600,0.0000,nan,nan,0.1145,0.0249,1.5212
0.0102,2.2328,0.0350,stand,0.0000,7.6600,0.0000,nan,nan,0.2921,0.0363,1.4472
2.4590,1.3428,1.5263,path,4.1579,7.6800,0.0000,-2.1083,1.2656,1.6375,1.0293,0.6184
2.1400,39.2717,1.0604,path,1.6075,7.6800,1.5517,-1.5052,1.5211,2.3119,1.3116,0.6998
