pos_err_m,heading_err_deg,final_speed_mps,category,start_dist_m,duration_s,min_dist_m,along_err_m,cross_err_m
0.1198,0.9398,0.0382,stand,0.0000,8.9000,0.0000,nan,nan
0.2288,1.7126,0.1237,turn,0.0000,8.9600,0.0000,nan,nan
0.0711,0.3364,0.0294,stand,0.0000,8.9600,0.0000,nan,nan
0.0826,1.7260,0.1032,stand,0.0000,8.9800,0.0000,nan,nan
0.0823,1.6860,0.0381,stand,0.0000,8.9800,0.0000,nan,nan
0.0961,1.8035,0.1199,lateral,0.5867,9.0200,0.0654,-0.0140,0.0951
0.1241,10.3744,0.0690,lateral,0.4702,9.0400,0.1211,-0.0660,0.1051
0.1002,7.6924,0.1041,turn,0.0000,9.1000,0.0000,nan,nan
0.1494,6.4236,0.0869,straight,0.8672,9.1200,0.1236,0.0609,0.1364
0.3102,4.2724,0.0869,straight,0.9318,4.0800,0.3102,-0.3039,0.0622
0.2604,0.8254,0.0636,combined,0.9028,9.1600,0.2604,-0.2411,0.0983
0.0373,3.5623,0.0517,stand,0.0000,9.1600,0.0000,nan,nan
0.1303,7.8642,0.0812,lateral,0.3956,4.2000,0.1172,-0.0105,0.1299
0.1200,1.8283,0.0478,turn,0.0000,9.1600,0.0000,nan,nan
0.0157,4.7745,0.0876,lateral,0.0756,9.1800,0.0085,-0.0156,0.0016
0.0297,4.6603,0.0594,straight,0.7576,9.1800,0.0080,0.0097,0.0281
0.3671,1.6365,0.0501,combined,1.0026,4.6800,0.3671,-0.3603,0.0704
0.1721,3.1405,0.0427,straight,1.0107,9.2200,0.1721,-0.1402,0.0997
0.1993,3.2021,0.1150,combined,1.0287,9.2200,0.1864,-0.0625,0.1893
0.1249,2.3513,0.0714,lateral,0.3379,9.2400,0.1200,-0.1098,0.0596
0.1175,13.2456,0.0783,lateral,0.6702,9.2600,0.1129,-0.1041,0.0543
0.1021,0.0028,0.0935,combined,1.0895,9.2800,0.0315,0.0935,0.0411
0.0764,0.4200,0.0281,straight,0.5209,9.2800,0.0637,-0.0305,0.0701
0.1656,1.0707,0.0578,straight,0.3893,9.3200,0.1358,-0.0039,0.1655
0.0718,3.4408,0.1134,lateral,0.3918,9.3200,0.0616,-0.0654,0.0297
0.1067,11.3969,0.0346,combined,0.5988,9.3200,0.0879,0.0009,0.1067
0.2585,2.4127,0.0396,straight,0.3474,4.4800,0.2585,-0.2585,0.0029
0.2491,12.0448,0.0548,combined,0.7225,4.3600,0.2491,-0.2491,0.0018
0.0237,0.9483,0.0762,turn,0.0000,9.3800,0.0000,nan,nan
